record_id,food_name,category,purchase_date,freshness_at_scan,freshness_score,expected_days,actual_days_left,adjusted_days,storage_temp_c,humidity_pct,storage_location,packaging,was_wasted,city,month
240,tomato,Vegetable,2025-11-07,moderate,12,3,3,2,5.3,64.7,freezer,wrapped,False,Pune,Sep
241,milk,Dairy,2025-05-18,fresh,61,14,17,13,8.6,59.3,main_shelf,open,False,Kolkata,Feb
242,blueberry,Fruit,2025-05-11,fresh,41,10,6,4,9.6,93.2,crisper,open,False,Delhi,May
243,beef,Protein,2025-10-19,spoiled,70,0,0,0,7.7,56.5,main_shelf,container,False,Bangalore,Nov
244,cauliflower,Vegetable,2025-07-07,fresh,1,8,8,8,2.2,70.1,main_shelf,original_pack,False,Mumbai,Sep
245,avocado,Fruit,2025-04-11,moderate,20,3,1,1,1.3,58.2,counter,original_pack,False,Hyderabad,Apr
246,banana,Fruit,2025-10-19,fresh,82,10,13,13,3.5,72.5,freezer,original_pack,False,Delhi,Jul
247,walnut,Nut,2025-02-17,fresh,77,365,368,340,5.5,62.8,freezer,sealed_bag,False,Mumbai,Jun
248,blueberry,Fruit,2025-03-08,fresh,4,10,8,7,4.6,55.2,main_shelf,sealed_bag,False,Delhi,Jan
249,garlic,Vegetable,2025-02-06,fresh,46,8,7,5,8.7,94.0,crisper,original_pack,False,Hyderabad,Oct
250,almond,Nut,2025-03-17,fresh,1,365,295,216,9.3,89.0,door,open,False,Bangalore,Jul
251,mushroom,Vegetable,2025-10-05,fresh,62,8,8,8,2.0,62.2,counter,container,False,Delhi,May
252,cheese,Dairy,2025-07-03,moderate,41,4,2,1,6.0,87.0,main_shelf,wrapped,False,Bangalore,Oct
253,cucumber,Vegetable,2025-05-05,spoiled,1,0,0,0,8.7,66.3,main_shelf,sealed_bag,False,Delhi,Dec
254,egg,Protein,2025-02-08,fresh,59,5,5,3,8.5,62.7,main_shelf,wrapped,False,Chennai,May
255,garlic,Vegetable,2025-09-02,fresh,89,8,10,7,8.5,89.9,main_shelf,wrapped,False,Pune,Jul
256,bread,Grain,2025-04-19,moderate,52,30,20,20,3.4,59.9,crisper,wrapped,False,Chennai,Jan
257,carrot,Vegetable,2025-12-04,fresh,13,8,9,9,1.8,75.1,counter,container,False,Mumbai,Dec
258,cucumber,Vegetable,2025-05-16,spoiled,52,0,0,0,6.9,79.0,counter,container,False,Mumbai,May
259,watermelon,Fruit,2025-02-17,spoiled,13,0,0,0,1.7,58.7,crisper,container,False,Delhi,Jan
260,bell_pepper,Vegetable,2025-02-15,spoiled,75,0,0,0,3.1,67.6,crisper,original_pack,True,Chennai,Sep
261,garlic,Vegetable,2025-07-15,fresh,12,8,8,8,3.5,56.9,door,container,False,Bangalore,Sep
262,kiwi,Fruit,2025-07-09,fresh,40,10,7,7,3.4,87.3,freezer,sealed_bag,False,Kolkata,Mar
263,cauliflower,Vegetable,2025-08-09,fresh,3,8,11,9,6.4,86.6,main_shelf,sealed_bag,False,Kolkata,Aug
264,carrot,Vegetable,2025-08-01,fresh,77,8,8,7,6.5,93.8,main_shelf,sealed_bag,False,Hyderabad,Feb
265,lentils,Legume,2025-03-13,fresh,38,180,215,150,10.0,66.6,crisper,open,False,Kolkata,Jul
266,banana,Fruit,2025-02-18,fresh,5,10,9,7,8.3,69.0,door,wrapped,False,Bangalore,Apr
267,orange,Fruit,2025-07-11,moderate,37,3,1,1,1.2,76.4,freezer,open,False,Mumbai,Jun
268,avocado,Fruit,2025-08-10,fresh,66,10,9,9,3.6,57.5,freezer,wrapped,False,Hyderabad,May
269,egg,Protein,2025-05-17,fresh,32,5,5,4,6.3,75.8,counter,open,False,Bangalore,Jan
270,rice,Grain,2025-08-15,fresh,0,90,112,127,1.2,57.1,crisper,wrapped,False,Bangalore,Apr
271,rice,Grain,2025-04-02,fresh,56,90,95,95,3.8,62.9,counter,open,False,Chennai,Feb
272,zucchini,Vegetable,2025-01-09,fresh,78,8,9,8,4.8,57.1,crisper,sealed_bag,False,Chennai,May
273,spinach,Vegetable,2025-10-14,fresh,57,8,10,7,8.3,68.4,door,sealed_bag,False,Mumbai,Apr
274,pasta,Grain,2025-12-11,moderate,47,30,25,22,6.1,71.3,main_shelf,sealed_bag,False,Hyderabad,Feb
275,milk,Dairy,2025-04-01,moderate,96,4,2,2,2.9,64.4,crisper,original_pack,False,Hyderabad,Dec
276,beef,Protein,2025-12-13,moderate,91,2,1,0,4.6,68.9,crisper,container,False,Bangalore,Nov
277,cauliflower,Vegetable,2025-05-14,fresh,88,8,11,11,2.9,77.7,main_shelf,original_pack,False,Hyderabad,Aug
278,lentils,Legume,2025-09-12,moderate,67,60,80,84,2.8,84.8,freezer,original_pack,False,Pune,Apr
279,tuna,Protein,2025-11-03,fresh,33,5,4,3,8.3,77.1,crisper,sealed_bag,False,Delhi,Oct
280,cherry,Fruit,2025-08-02,moderate,55,3,3,2,5.3,79.4,crisper,original_pack,False,Delhi,Sep
281,rice,Grain,2025-03-04,fresh,91,90,116,90,8.4,73.5,crisper,wrapped,False,Mumbai,Jun
282,banana,Fruit,2025-06-09,fresh,50,10,12,10,6.0,62.5,door,wrapped,False,Mumbai,Oct
283,cream,Dairy,2025-11-11,moderate,46,4,3,3,1.9,66.8,freezer,open,False,Kolkata,Apr
284,salmon,Protein,2025-02-18,moderate,50,2,1,1,2.2,82.8,freezer,container,False,Mumbai,Jun
285,cucumber,Vegetable,2025-10-06,fresh,49,8,10,8,6.8,68.2,crisper,open,False,Chennai,Nov
286,orange,Fruit,2025-01-03,moderate,41,3,3,3,2.0,85.8,freezer,open,False,Bangalore,Feb
287,beef,Protein,2025-12-20,fresh,80,5,5,3,8.1,93.7,counter,open,False,Mumbai,Feb
288,avocado,Fruit,2025-04-17,fresh,38,10,11,9,6.0,60.6,freezer,container,False,Hyderabad,Jan
289,walnut,Nut,2025-07-16,moderate,16,90,122,90,9.2,87.8,main_shelf,sealed_bag,False,Chennai,Jan
290,carrot,Vegetable,2025-08-08,moderate,80,3,3,2,5.4,90.6,freezer,original_pack,False,Delhi,Dec
291,peas,Vegetable,2025-09-18,fresh,17,8,5,3,9.9,85.9,main_shelf,open,False,Bangalore,Apr
292,walnut,Nut,2025-08-13,fresh,8,365,431,418,4.6,66.5,main_shelf,open,False,Mumbai,Apr
293,peas,Vegetable,2025-07-17,fresh,24,8,5,4,6.7,79.3,door,container,False,Hyderabad,Feb
294,peas,Vegetable,2025-04-19,spoiled,85,0,0,0,1.1,64.8,crisper,container,False,Pune,Mar
295,bell_pepper,Vegetable,2025-07-15,fresh,13,8,10,10,2.3,90.5,main_shelf,wrapped,False,Hyderabad,Apr
296,cauliflower,Vegetable,2025-03-06,moderate,40,3,3,2,6.6,67.8,main_shelf,container,False,Bangalore,May
297,carrot,Vegetable,2025-12-14,fresh,98,8,8,6,7.8,64.9,counter,wrapped,False,Hyderabad,Feb
298,pineapple,Fruit,2025-05-01,fresh,77,10,12,12,3.0,56.9,counter,open,False,Delhi,Sep
299,cheese,Dairy,2025-11-02,fresh,98,14,17,17,3.9,68.9,freezer,sealed_bag,False,Kolkata,Aug
300,butter,Dairy,2025-02-05,fresh,2,14,15,16,2.5,69.3,door,wrapped,False,Mumbai,Aug
301,peach,Fruit,2025-12-01,fresh,27,10,7,5,7.5,70.9,main_shelf,sealed_bag,False,Delhi,Sep
302,lettuce,Vegetable,2025-11-20,fresh,75,8,9,9,2.6,67.8,counter,wrapped,False,Bangalore,Apr
303,chickpeas,Legume,2025-06-16,fresh,74,180,240,214,6.1,79.1,door,original_pack,False,Chennai,Oct
304,rice,Grain,2025-02-03,spoiled,61,0,0,0,5.1,82.3,main_shelf,wrapped,False,Bangalore,Jan
305,kiwi,Fruit,2025-11-15,moderate,55,3,2,1,9.7,70.7,crisper,open,False,Mumbai,Jun
306,egg,Protein,2025-01-18,fresh,5,5,6,6,2.8,56.2,door,wrapped,False,Mumbai,Jan
307,almond,Nut,2025-05-18,spoiled,17,0,0,0,6.2,61.6,counter,wrapped,True,Kolkata,Mar
308,pineapple,Fruit,2025-02-06,fresh,81,10,9,7,7.4,76.0,freezer,sealed_bag,False,Pune,Jul
309,onion,Vegetable,2025-08-05,moderate,0,3,2,1,4.1,62.4,crisper,container,False,Bangalore,Jan
310,egg,Protein,2025-07-06,fresh,62,5,5,5,3.3,81.9,counter,wrapped,False,Kolkata,Apr
311,bread,Grain,2025-06-11,fresh,11,90,58,50,6.6,84.2,crisper,open,False,Delhi,Feb
312,strawberry,Fruit,2025-12-05,moderate,16,3,3,2,7.2,85.7,freezer,sealed_bag,False,Mumbai,Dec
313,grape,Fruit,2025-04-11,fresh,4,10,9,6,10.0,60.4,main_shelf,container,False,Mumbai,Jan
314,lentils,Legume,2025-11-09,spoiled,25,0,0,0,7.1,90.1,freezer,original_pack,False,Hyderabad,Feb
315,mushroom,Vegetable,2025-10-04,moderate,53,3,2,1,9.6,56.2,freezer,sealed_bag,False,Chennai,Jul
316,mushroom,Vegetable,2025-01-08,moderate,26,3,3,2,5.2,82.0,crisper,original_pack,False,Delhi,May
317,carrot,Vegetable,2025-10-15,fresh,0,8,4,4,1.9,70.6,crisper,container,False,Delhi,May
318,almond,Nut,2025-08-14,fresh,38,365,227,227,4.0,81.2,main_shelf,container,False,Bangalore,Dec
319,peach,Fruit,2025-01-11,moderate,2,3,3,3,3.7,59.8,counter,wrapped,False,Hyderabad,Oct
320,lentils,Legume,2025-03-11,fresh,47,180,213,170,8.0,59.9,main_shelf,sealed_bag,False,Pune,Mar
321,lemon,Fruit,2025-09-07,moderate,58,3,4,2,9.4,68.0,freezer,original_pack,False,Mumbai,Jun
322,broccoli,Vegetable,2025-07-06,moderate,43,3,4,3,8.7,67.2,main_shelf,container,False,Delhi,Jan
323,olive_oil,Oil,2025-06-11,fresh,64,365,252,252,4.0,61.4,freezer,sealed_bag,False,Bangalore,Aug
324,lentils,Legume,2025-08-09,moderate,68,60,61,59,4.6,63.8,counter,open,False,Mumbai,Jan
325,carrot,Vegetable,2025-09-01,spoiled,90,0,0,0,9.1,90.6,counter,wrapped,True,Hyderabad,Jul
326,watermelon,Fruit,2025-03-20,moderate,28,3,3,3,3.8,91.0,door,original_pack,False,Pune,May
327,pasta,Grain,2025-06-19,moderate,52,30,32,34,2.6,68.0,freezer,original_pack,False,Bangalore,Aug
328,salmon,Protein,2025-08-19,moderate,70,2,2,2,2.0,62.5,main_shelf,open,False,Pune,May
329,walnut,Nut,2025-06-04,fresh,11,365,339,367,2.3,90.0,freezer,open,False,Hyderabad,Oct
330,onion,Vegetable,2025-02-12,spoiled,84,0,0,0,9.2,56.6,main_shelf,sealed_bag,True,Mumbai,Apr
331,potato,Vegetable,2025-09-07,moderate,34,3,3,2,4.4,55.3,freezer,wrapped,False,Pune,Dec
332,watermelon,Fruit,2025-10-08,fresh,0,10,10,8,6.2,75.6,freezer,original_pack,False,Bangalore,Feb
333,almond,Nut,2025-11-16,fresh,73,365,290,224,8.5,79.2,counter,sealed_bag,False,Bangalore,Feb
334,bread,Grain,2025-04-07,spoiled,66,0,0,0,4.5,56.9,freezer,container,False,Pune,Jun
335,blueberry,Fruit,2025-10-17,moderate,50,3,3,2,9.7,77.4,counter,open,False,Hyderabad,May
336,olive_oil,Oil,2025-12-19,fresh,1,365,387,375,4.6,64.7,crisper,wrapped,False,Mumbai,Aug
337,beef,Protein,2025-12-10,fresh,100,5,5,4,6.5,86.3,door,original_pack,False,Bangalore,Nov
338,rice,Grain,2025-01-15,moderate,51,30,38,38,3.8,59.4,counter,sealed_bag,False,Pune,Jul
339,lemon,Fruit,2025-05-15,fresh,45,10,12,11,4.1,81.2,counter,open,False,Pune,Jul
340,banana,Fruit,2025-09-07,spoiled,78,0,0,0,3.2,78.2,counter,original_pack,False,Pune,Dec
341,chicken,Protein,2025-07-12,moderate,64,2,1,0,6.5,86.3,door,wrapped,False,Hyderabad,Apr
342,oats,Grain,2025-07-16,fresh,67,90,83,58,9.9,77.1,door,sealed_bag,False,Delhi,Nov
343,strawberry,Fruit,2025-11-04,fresh,87,10,13,13,2.9,94.8,freezer,wrapped,False,Bangalore,Feb
344,oats,Grain,2025-01-16,moderate,65,30,22,18,6.9,80.7,counter,sealed_bag,False,Bangalore,Oct
345,peach,Fruit,2025-01-08,fresh,24,10,7,5,7.4,67.9,freezer,container,False,Hyderabad,Oct
346,bell_pepper,Vegetable,2025-03-08,fresh,11,8,8,6,7.1,56.7,main_shelf,wrapped,False,Delhi,Apr
347,peach,Fruit,2025-02-10,fresh,79,10,8,6,7.0,68.2,freezer,sealed_bag,False,Delhi,Oct
348,tofu,Protein,2025-08-03,fresh,37,5,3,3,2.2,65.7,freezer,container,False,Delhi,Jan
349,beef,Protein,2025-01-05,fresh,4,5,4,3,4.3,82.8,crisper,wrapped,False,Chennai,Aug
350,carrot,Vegetable,2025-06-19,fresh,35,8,7,7,3.8,92.5,freezer,wrapped,False,Chennai,Mar
351,mango,Fruit,2025-11-05,moderate,61,3,2,1,7.0,58.7,crisper,wrapped,False,Delhi,Jan
352,zucchini,Vegetable,2025-09-08,moderate,83,3,2,2,2.4,89.8,crisper,original_pack,False,Bangalore,May
353,spinach,Vegetable,2025-05-12,fresh,47,8,9,9,3.2,55.2,door,original_pack,False,Hyderabad,Jun
354,grape,Fruit,2025-08-16,fresh,62,10,9,7,7.4,72.1,counter,container,False,Kolkata,Nov
355,lettuce,Vegetable,2025-04-19,spoiled,92,0,0,0,6.8,74.5,counter,open,True,Kolkata,Jul
356,strawberry,Fruit,2025-10-13,fresh,92,10,7,5,7.7,64.8,main_shelf,wrapped,False,Hyderabad,Jan
357,pear,Fruit,2025-06-01,spoiled,51,0,0,0,1.6,72.8,crisper,wrapped,False,Chennai,Jul
358,rice,Grain,2025-06-04,spoiled,22,0,0,0,9.3,57.7,crisper,open,True,Kolkata,Apr
359,carrot,Vegetable,2025-03-04,fresh,48,8,5,4,4.9,74.0,main_shelf,open,False,Hyderabad,Nov
360,cherry,Fruit,2025-11-03,moderate,94,3,3,2,8.4,78.5,counter,sealed_bag,False,Hyderabad,Jul
361,rice,Grain,2025-08-03,moderate,20,30,20,15,8.7,64.0,main_shelf,wrapped,False,Chennai,Jan
362,egg,Protein,2025-12-09,fresh,23,5,3,3,3.1,73.5,freezer,open,False,Delhi,May
363,tuna,Protein,2025-03-18,moderate,18,2,1,0,5.9,90.6,crisper,wrapped,False,Mumbai,Mar
364,peach,Fruit,2025-02-06,moderate,53,3,3,2,7.2,84.7,counter,container,False,Chennai,May
365,carrot,Vegetable,2025-12-09,fresh,62,8,7,6,5.5,68.0,freezer,open,False,Kolkata,Oct
366,peas,Vegetable,2025-05-15,spoiled,19,0,0,0,6.8,90.4,door,original_pack,True,Bangalore,Apr
367,zucchini,Vegetable,2025-09-09,moderate,1,3,3,2,5.2,76.9,freezer,open,False,Kolkata,Dec
368,tofu,Protein,2025-01-14,moderate,11,2,1,0,5.3,73.3,main_shelf,container,False,Hyderabad,Sep
369,salmon,Protein,2025-09-02,fresh,76,5,6,5,5.9,61.2,main_shelf,container,False,Kolkata,Mar
370,corn,Vegetable,2025-02-15,moderate,3,3,1,0,6.8,70.1,crisper,original_pack,False,Mumbai,Aug
371,watermelon,Fruit,2025-12-13,moderate,69,3,4,4,1.3,70.5,counter,open,False,Kolkata,Apr
372,watermelon,Fruit,2025-08-19,moderate,47,3,4,3,4.6,67.2,crisper,sealed_bag,False,Bangalore,Oct
373,butter,Dairy,2025-05-05,fresh,71,14,9,9,2.6,85.5,door,sealed_bag,False,Delhi,Nov
374,oats,Grain,2025-10-03,fresh,78,90,114,90,8.1,58.4,counter,original_pack,False,Hyderabad,Jan
375,butter,Dairy,2025-09-13,fresh,62,14,18,19,2.1,55.0,crisper,original_pack,False,Mumbai,Jan
376,milk,Dairy,2025-05-02,fresh,36,14,9,6,9.5,73.9,main_shelf,sealed_bag,False,Bangalore,Sep
377,beef,Protein,2025-11-10,fresh,52,5,4,3,4.4,83.0,crisper,open,False,Delhi,Feb
378,orange,Fruit,2025-08-02,fresh,13,10,12,8,9.3,57.0,freezer,container,False,Pune,Jun
379,banana,Fruit,2025-05-19,moderate,60,3,1,1,1.4,68.9,main_shelf,sealed_bag,False,Pune,Nov
380,tuna,Protein,2025-08-12,fresh,79,5,3,2,9.9,61.9,counter,wrapped,False,Delhi,Nov
381,cauliflower,Vegetable,2025-04-20,moderate,54,3,3,2,8.7,68.4,door,container,False,Kolkata,Dec
382,zucchini,Vegetable,2025-07-20,moderate,97,3,2,1,7.8,68.9,door,sealed_bag,False,Chennai,May
383,orange,Fruit,2025-05-02,fresh,100,10,6,4,8.0,63.4,door,open,False,Mumbai,Apr
384,cauliflower,Vegetable,2025-07-13,spoiled,94,0,0,0,7.9,89.7,counter,container,True,Hyderabad,Feb
385,almond,Nut,2025-06-11,moderate,63,90,81,59,9.3,88.5,crisper,wrapped,False,Delhi,Oct
386,pasta,Grain,2025-09-17,fresh,10,90,80,81,3.7,83.9,door,original_pack,False,Hyderabad,Oct
387,strawberry,Fruit,2025-07-06,moderate,36,3,2,1,8.4,68.5,crisper,original_pack,False,Bangalore,May
388,carrot,Vegetable,2025-03-09,fresh,47,8,8,7,6.2,72.5,main_shelf,original_pack,False,Mumbai,Aug
389,almond,Nut,2025-01-17,moderate,47,90,60,66,2.0,82.7,crisper,container,False,Delhi,Jul
390,oats,Grain,2025-06-20,fresh,28,90,90,81,6.0,94.8,main_shelf,open,False,Mumbai,Jun
391,chicken,Protein,2025-08-07,fresh,83,5,5,5,2.9,87.7,door,container,False,Chennai,Jan
392,blueberry,Fruit,2025-08-05,fresh,1,10,12,12,3.4,68.8,door,original_pack,False,Delhi,Sep
393,peach,Fruit,2025-09-04,spoiled,91,0,0,0,9.0,74.4,counter,sealed_bag,False,Kolkata,May
394,milk,Dairy,2025-05-13,spoiled,0,0,0,0,7.6,66.2,door,sealed_bag,True,Bangalore,Feb
395,milk,Dairy,2025-03-03,moderate,33,4,5,4,7.1,94.5,freezer,open,False,Bangalore,Mar
396,cheese,Dairy,2025-10-06,fresh,54,14,8,8,3.4,87.0,freezer,wrapped,False,Hyderabad,Sep
397,butter,Dairy,2025-08-11,moderate,37,4,3,2,9.9,76.0,door,original_pack,False,Hyderabad,May
398,zucchini,Vegetable,2025-10-05,moderate,92,3,4,4,3.1,55.2,counter,sealed_bag,False,Bangalore,Jan
399,tofu,Protein,2025-11-03,fresh,89,5,5,5,2.6,73.1,counter,sealed_bag,False,Delhi,Jul
400,tomato,Vegetable,2025-09-10,moderate,100,3,1,1,2.4,66.2,door,wrapped,False,Hyderabad,Apr
401,mushroom,Vegetable,2025-02-12,moderate,52,3,3,2,4.7,91.8,counter,wrapped,False,Mumbai,Dec
402,lemon,Fruit,2025-08-01,moderate,84,3,2,1,9.1,93.6,freezer,original_pack,False,Hyderabad,May
403,butter,Dairy,2025-03-05,fresh,57,14,11,11,3.1,70.2,door,sealed_bag,False,Mumbai,Jan
404,kiwi,Fruit,2025-11-16,spoiled,8,0,0,0,2.6,90.4,counter,wrapped,False,Mumbai,May
405,lettuce,Vegetable,2025-02-05,fresh,80,8,10,9,4.8,89.5,crisper,sealed_bag,False,Hyderabad,Dec
406,apple,Fruit,2025-01-13,fresh,53,10,12,10,6.0,74.5,crisper,original_pack,False,Pune,May
407,onion,Vegetable,2025-06-14,moderate,41,3,3,2,5.6,70.1,door,open,False,Hyderabad,Jan
408,peach,Fruit,2025-02-06,moderate,84,3,3,2,5.7,68.5,counter,container,False,Bangalore,Jul
409,beef,Protein,2025-07-19,fresh,91,5,6,4,8.5,79.5,counter,container,False,Kolkata,May
410,pear,Fruit,2025-05-15,moderate,4,3,3,2,9.9,88.6,door,sealed_bag,False,Chennai,Apr
411,orange,Fruit,2025-09-15,moderate,11,3,3,3,2.5,79.7,main_shelf,sealed_bag,False,Pune,Mar
412,banana,Fruit,2025-05-05,fresh,100,10,9,8,4.4,72.5,freezer,wrapped,False,Hyderabad,Jul
413,lemon,Fruit,2025-08-05,fresh,67,10,10,8,7.0,68.5,freezer,wrapped,False,Chennai,Dec
414,tomato,Vegetable,2025-04-09,fresh,56,8,8,5,9.2,73.0,crisper,open,False,Bangalore,Mar
415,pasta,Grain,2025-11-12,moderate,61,30,37,38,3.4,80.3,main_shelf,original_pack,False,Bangalore,Mar
416,cherry,Fruit,2025-08-02,spoiled,7,0,0,0,8.2,88.6,door,original_pack,True,Hyderabad,Jun
417,lentils,Legume,2025-04-05,moderate,21,60,46,33,9.5,86.0,counter,original_pack,False,Kolkata,Aug
418,banana,Fruit,2025-03-11,fresh,43,10,7,7,3.3,85.5,door,original_pack,False,Bangalore,Sep
419,salmon,Protein,2025-08-15,moderate,83,2,2,2,3.0,78.2,crisper,original_pack,False,Chennai,Feb
420,peas,Vegetable,2025-10-14,fresh,81,8,8,6,8.7,57.8,door,wrapped,False,Kolkata,Nov
421,cauliflower,Vegetable,2025-07-20,fresh,1,8,7,5,8.1,90.0,door,original_pack,False,Hyderabad,Nov
422,carrot,Vegetable,2025-12-06,moderate,79,3,2,1,7.7,63.3,crisper,sealed_bag,False,Delhi,Sep
423,salmon,Protein,2025-01-14,fresh,20,5,5,3,9.3,72.5,main_shelf,container,False,Delhi,Jun
424,beef,Protein,2025-05-02,spoiled,62,0,0,0,3.5,61.4,freezer,open,False,Hyderabad,Jun
425,kiwi,Fruit,2025-04-19,fresh,65,10,7,5,7.5,64.0,crisper,open,False,Mumbai,Dec
426,yogurt,Dairy,2025-04-12,fresh,54,14,18,17,4.4,76.8,counter,container,False,Chennai,Jun
427,egg,Protein,2025-02-12,moderate,27,2,1,0,5.9,55.7,main_shelf,wrapped,False,Delhi,Apr
428,cucumber,Vegetable,2025-03-17,fresh,98,8,4,3,6.7,73.0,freezer,open,False,Delhi,Jul
429,garlic,Vegetable,2025-10-10,moderate,45,3,3,2,4.3,82.9,freezer,original_pack,False,Hyderabad,Jun
430,tuna,Protein,2025-11-08,moderate,88,2,2,2,1.2,68.7,freezer,sealed_bag,False,Hyderabad,Dec
431,bread,Grain,2025-05-03,fresh,71,90,62,57,5.6,90.0,main_shelf,container,False,Delhi,Mar
432,tofu,Protein,2025-01-15,fresh,85,5,5,4,7.0,69.7,counter,container,False,Mumbai,Feb
433,corn,Vegetable,2025-03-03,moderate,38,3,2,2,1.6,80.2,door,wrapped,False,Delhi,Dec
434,spinach,Vegetable,2025-11-05,fresh,60,8,5,5,2.8,86.6,freezer,container,False,Delhi,Aug
435,cherry,Fruit,2025-01-07,fresh,93,10,11,9,5.9,67.0,door,sealed_bag,False,Mumbai,Dec
436,orange,Fruit,2025-01-06,moderate,74,3,3,3,3.6,94.7,main_shelf,wrapped,False,Mumbai,May
437,rice,Grain,2025-12-03,spoiled,70,0,0,0,6.2,58.6,crisper,original_pack,False,Pune,Mar
438,onion,Vegetable,2025-05-16,fresh,77,8,6,5,6.1,83.3,door,open,False,Mumbai,Nov
439,tomato,Vegetable,2025-10-03,spoiled,100,0,0,0,4.7,58.5,crisper,sealed_bag,False,Pune,Dec
440,avocado,Fruit,2025-04-20,fresh,98,10,10,9,4.3,57.7,counter,wrapped,False,Pune,Mar
441,cauliflower,Vegetable,2025-03-04,fresh,98,8,7,7,2.7,64.6,crisper,sealed_bag,False,Chennai,Mar
442,tuna,Protein,2025-04-02,fresh,11,5,5,5,2.8,58.3,door,container,False,Kolkata,May
443,egg,Protein,2025-09-17,fresh,91,5,5,3,9.6,57.0,crisper,container,False,Bangalore,Nov
444,peas,Vegetable,2025-02-19,fresh,75,8,7,7,2.7,88.0,crisper,container,False,Mumbai,Feb
445,pasta,Grain,2025-12-07,fresh,12,90,77,55,9.7,84.1,freezer,sealed_bag,False,Mumbai,Jul
446,bread,Grain,2025-12-03,fresh,61,90,57,57,3.7,92.0,crisper,open,False,Kolkata,Nov
447,kiwi,Fruit,2025-09-16,moderate,37,3,3,3,1.8,59.6,crisper,original_pack,False,Kolkata,Jan
448,pineapple,Fruit,2025-04-09,fresh,33,10,7,7,2.4,85.5,counter,original_pack,False,Bangalore,Jan
449,cheese,Dairy,2025-01-16,fresh,58,14,18,16,5.3,70.6,door,sealed_bag,False,Delhi,Dec
450,rice,Grain,2025-04-04,fresh,50,90,70,54,8.4,85.2,crisper,sealed_bag,False,Pune,Aug
451,rice,Grain,2025-12-02,moderate,40,30,19,16,6.9,89.1,freezer,open,False,Mumbai,Oct
452,tuna,Protein,2025-08-01,fresh,1,5,6,6,1.5,71.0,door,container,False,Hyderabad,May
453,corn,Vegetable,2025-10-08,spoiled,91,0,0,0,9.7,70.9,main_shelf,sealed_bag,True,Bangalore,Jan
454,banana,Fruit,2025-01-19,fresh,63,10,11,11,3.9,87.8,crisper,original_pack,False,Pune,Jan
455,egg,Protein,2025-01-13,fresh,43,5,3,3,2.9,63.6,counter,wrapped,False,Delhi,May
456,tofu,Protein,2025-03-08,moderate,59,2,2,2,2.7,90.0,door,container,False,Pune,Jan
457,chicken,Protein,2025-09-05,fresh,87,5,3,2,8.7,68.0,door,container,False,Delhi,Dec
458,broccoli,Vegetable,2025-02-19,fresh,53,8,11,12,2.0,79.8,crisper,sealed_bag,False,Delhi,Sep
459,peach,Fruit,2025-04-18,moderate,90,3,2,1,5.5,77.4,freezer,sealed_bag,False,Bangalore,Oct
460,bread,Grain,2025-12-08,fresh,52,90,122,111,5.8,56.3,door,wrapped,False,Delhi,Sep
461,lettuce,Vegetable,2025-08-09,fresh,12,8,10,10,3.5,72.2,freezer,sealed_bag,False,Bangalore,Feb
462,lemon,Fruit,2025-03-19,fresh,56,10,7,6,5.1,68.8,freezer,wrapped,False,Chennai,Feb
463,carrot,Vegetable,2025-05-09,fresh,10,8,6,5,5.6,59.4,door,wrapped,False,Mumbai,Sep
464,pineapple,Fruit,2025-02-14,moderate,68,3,3,2,7.3,90.7,freezer,open,False,Chennai,May
465,potato,Vegetable,2025-09-20,spoiled,21,0,0,0,8.9,58.0,freezer,open,False,Delhi,Jun
466,lentils,Legume,2025-12-13,moderate,64,60,54,53,4.2,65.3,main_shelf,wrapped,False,Hyderabad,May
467,olive_oil,Oil,2025-05-01,spoiled,25,0,0,0,5.5,58.6,door,original_pack,False,Delhi,May
468,bell_pepper,Vegetable,2025-01-08,spoiled,0,0,0,0,4.7,72.0,crisper,open,False,Bangalore,Nov
469,lemon,Fruit,2025-07-19,fresh,60,10,12,8,9.6,93.7,door,sealed_bag,False,Pune,Feb
470,rice,Grain,2025-04-13,spoiled,67,0,0,0,5.0,89.9,main_shelf,container,True,Kolkata,Jan
471,beef,Protein,2025-10-07,fresh,33,5,5,4,5.1,94.2,crisper,container,False,Hyderabad,Feb
472,peas,Vegetable,2025-04-14,moderate,88,3,3,3,1.3,59.5,door,open,False,Mumbai,May
473,butter,Dairy,2025-08-15,moderate,4,4,4,4,2.7,84.8,crisper,wrapped,False,Mumbai,Aug
474,chicken,Protein,2025-05-06,fresh,76,5,5,5,4.0,83.4,door,original_pack,False,Delhi,Oct
475,almond,Nut,2025-12-16,fresh,89,365,387,394,3.6,88.4,door,wrapped,False,Mumbai,Aug
476,bell_pepper,Vegetable,2025-12-03,fresh,82,8,4,4,1.1,71.6,freezer,sealed_bag,False,Delhi,May
477,cauliflower,Vegetable,2025-03-08,moderate,40,3,3,2,7.3,67.8,crisper,wrapped,False,Pune,Apr
478,egg,Protein,2025-10-16,fresh,91,5,3,3,3.5,84.3,crisper,open,False,Chennai,Feb
479,zucchini,Vegetable,2025-12-20,fresh,36,8,8,5,9.5,60.0,door,wrapped,False,Bangalore,Feb
480,almond,Nut,2025-10-10,moderate,71,90,56,57,3.4,95.0,door,open,False,Pune,May
481,pear,Fruit,2025-06-12,moderate,99,3,3,2,8.6,87.0,main_shelf,container,False,Mumbai,Nov
