session_id,scan_date,scan_time,user_city,total_items,fresh_count,moderate_count,spoiled_count,total_calories,total_protein_g,avg_freshness_pct,scan_duration_sec,items_discarded,recipe_suggested,fridge_temp_c,fridge_humidity,device_type
228,2025-01-04,16:44,Pune,12,11,0,1,1211.8,24.0,35.8,3.5,1,True,3.1,77.6,fridge_cam
229,2025-01-05,17:07,Hyderabad,10,10,0,0,1446.7,53.2,68.8,3.66,0,False,6.5,56.8,fridge_cam
230,2025-05-18,21:31,Delhi,10,7,1,2,1024.5,36.7,87.3,0.69,2,True,3.3,59.6,webcam
231,2025-01-02,19:15,Delhi,12,1,10,1,1353.7,43.8,77.8,0.78,0,False,7.2,59.7,phone_camera
232,2025-06-25,21:56,Delhi,5,1,0,4,1022.0,33.6,78.3,2.01,4,True,7.5,84.7,uploaded
233,2025-12-12,17:08,Delhi,8,7,1,0,1116.1,71.3,90.6,3.57,0,True,6.1,69.9,uploaded
234,2025-11-13,15:55,Hyderabad,7,7,0,0,1051.4,34.7,23.8,1.12,0,False,3.8,64.3,phone_camera
235,2025-10-17,17:08,Hyderabad,6,2,3,1,677.9,78.9,58.2,1.51,0,False,6.7,79.1,fridge_cam
236,2025-11-24,18:13,Kolkata,8,0,5,3,552.5,14.4,65.3,1.67,0,True,4.7,75.7,webcam
237,2025-08-28,17:41,Hyderabad,6,4,2,0,826.9,72.0,32.3,2.51,0,True,2.7,87.6,phone_camera
238,2025-11-20,20:54,Bangalore,7,1,4,2,1493.8,18.9,20.4,0.88,2,False,4.1,82.4,fridge_cam
239,2025-05-18,06:55,Hyderabad,6,3,0,3,1135.6,76.4,52.9,3.98,1,False,5.0,64.5,fridge_cam
240,2025-08-13,22:34,Hyderabad,12,3,4,5,582.0,65.6,26.1,2.71,0,False,6.6,68.4,fridge_cam
241,2025-09-10,12:05,Kolkata,11,10,0,1,1313.0,79.8,32.2,0.74,1,True,5.5,56.0,fridge_cam
242,2025-03-14,06:23,Delhi,6,5,0,1,1454.4,63.9,24.7,3.67,1,False,5.3,73.8,uploaded
243,2025-06-19,09:40,Mumbai,9,9,0,0,948.4,20.0,22.6,2.31,0,True,1.8,73.2,phone_camera
244,2025-03-24,13:48,Pune,8,4,0,4,1980.3,46.1,73.8,1.21,2,True,7.8,61.3,fridge_cam
245,2025-02-25,18:11,Kolkata,8,7,0,1,1459.0,39.7,35.6,0.86,1,True,4.6,69.4,phone_camera
246,2025-04-04,20:16,Pune,10,0,2,8,1825.0,13.7,59.3,0.76,6,True,6.5,84.9,uploaded
247,2025-05-07,12:17,Pune,6,6,0,0,947.2,30.0,95.0,3.6,0,True,2.7,67.8,fridge_cam
248,2025-10-26,21:02,Kolkata,4,3,0,1,507.9,26.6,47.0,3.03,0,False,5.7,88.5,phone_camera
249,2025-03-21,12:42,Bangalore,8,1,7,0,1861.4,50.2,39.7,3.11,0,False,2.2,56.8,phone_camera
250,2025-11-16,10:56,Mumbai,6,2,2,2,661.6,108.1,89.6,3.76,0,True,6.3,86.3,webcam
251,2025-01-09,17:41,Hyderabad,6,4,0,2,1842.9,24.9,47.3,2.72,0,False,1.4,72.2,fridge_cam
252,2025-04-11,17:22,Bangalore,9,8,0,1,631.8,50.8,61.6,2.34,0,False,7.2,76.4,uploaded
253,2025-01-28,17:45,Delhi,7,6,0,1,1079.0,115.5,81.9,3.44,0,False,5.4,80.7,phone_camera
254,2025-10-22,15:00,Delhi,9,6,0,3,653.4,107.3,47.8,0.86,2,True,3.3,78.8,uploaded
255,2025-11-13,16:34,Bangalore,8,5,0,3,1761.5,64.7,79.2,2.99,1,True,2.4,65.1,webcam
256,2025-01-13,13:44,Chennai,7,3,0,4,1233.5,105.4,82.0,3.48,3,True,6.2,63.6,phone_camera
257,2025-05-23,10:53,Chennai,8,1,1,6,1956.6,26.9,49.8,0.97,1,True,2.1,69.4,webcam
258,2025-11-10,16:19,Mumbai,7,0,2,5,462.2,91.2,31.7,1.51,0,True,2.6,59.6,webcam
259,2025-04-05,20:33,Hyderabad,3,0,0,3,508.3,82.5,32.1,2.82,2,True,5.5,84.3,webcam
260,2025-03-20,16:24,Chennai,6,2,1,3,1345.2,63.3,50.8,2.56,2,False,6.1,83.0,fridge_cam
261,2025-10-12,12:24,Chennai,3,3,0,0,1829.2,10.4,34.2,2.75,0,True,3.7,86.4,phone_camera
262,2025-08-07,09:46,Delhi,9,0,2,7,961.5,102.3,32.3,0.74,3,False,2.3,60.1,fridge_cam
263,2025-10-16,20:55,Bangalore,12,10,2,0,551.9,89.9,33.7,1.55,0,True,3.0,60.8,phone_camera
264,2025-09-28,13:12,Hyderabad,5,1,1,3,1497.3,19.1,57.5,3.75,1,True,2.5,76.0,webcam
265,2025-11-01,15:58,Kolkata,9,2,7,0,1732.7,106.5,71.6,4.0,0,True,2.2,66.8,phone_camera
266,2025-05-26,17:24,Bangalore,5,4,0,1,1415.6,67.5,81.8,2.49,0,False,1.2,69.5,phone_camera
267,2025-04-21,20:17,Chennai,12,11,0,1,834.3,31.6,45.7,3.37,0,True,6.0,70.6,fridge_cam
268,2025-10-01,16:15,Kolkata,12,1,11,0,258.1,80.3,40.1,2.46,0,False,1.4,79.5,phone_camera
269,2025-04-06,12:00,Chennai,8,7,0,1,1067.7,71.6,85.5,0.75,1,False,4.5,65.4,uploaded
270,2025-03-24,09:17,Hyderabad,7,7,0,0,649.3,50.3,68.5,3.54,0,False,5.0,78.3,phone_camera
271,2025-12-06,16:52,Mumbai,10,10,0,0,1419.5,50.6,80.1,2.84,0,True,6.6,81.1,webcam
272,2025-03-21,15:04,Mumbai,8,5,3,0,961.1,54.9,51.6,2.76,0,False,7.6,80.9,uploaded
273,2025-04-07,19:52,Delhi,7,7,0,0,506.9,41.8,77.4,3.16,0,True,4.0,64.5,phone_camera
274,2025-02-10,13:19,Kolkata,5,3,2,0,305.6,83.2,87.1,3.18,0,False,1.5,60.2,fridge_cam
275,2025-01-20,08:21,Pune,6,6,0,0,1718.0,55.2,38.6,3.69,0,True,6.1,88.2,phone_camera
276,2025-12-28,18:17,Hyderabad,5,2,1,2,999.6,58.2,54.8,2.02,2,False,3.0,60.7,uploaded
277,2025-11-24,06:29,Hyderabad,6,0,3,3,342.8,14.4,25.2,0.63,1,False,8.0,88.9,webcam
278,2025-11-10,10:06,Chennai,8,6,2,0,1530.0,63.1,73.7,2.79,0,False,2.8,57.4,webcam
279,2025-12-07,08:46,Kolkata,3,3,0,0,1650.1,110.9,33.0,0.61,0,True,6.0,69.5,webcam
280,2025-02-02,20:02,Pune,7,1,1,5,1725.3,85.4,35.5,0.6,2,False,6.5,62.6,fridge_cam
281,2025-09-11,07:24,Bangalore,11,8,3,0,227.8,57.4,92.5,1.75,0,False,1.8,73.3,fridge_cam
282,2025-01-19,17:07,Delhi,4,2,1,1,1494.9,112.4,55.6,2.9,0,False,6.4,73.9,webcam
283,2025-02-03,19:11,Kolkata,4,2,0,2,1504.8,103.1,39.2,3.13,2,True,2.8,56.3,webcam
284,2025-11-09,21:11,Delhi,9,5,0,4,826.0,23.4,72.4,2.24,3,True,2.3,55.2,phone_camera
285,2025-11-10,16:52,Pune,8,0,8,0,1545.7,43.1,21.5,2.31,0,False,5.7,59.5,phone_camera
286,2025-02-22,06:59,Hyderabad,6,3,0,3,1523.7,77.4,37.8,0.76,0,False,6.4,55.9,webcam
287,2025-12-04,10:42,Pune,5,5,0,0,1721.6,80.7,58.7,2.07,0,True,3.3,75.7,fridge_cam
288,2025-05-21,12:19,Pune,12,2,5,5,795.4,14.8,50.4,1.41,1,False,2.7,87.8,uploaded
289,2025-07-09,08:56,Chennai,12,6,6,0,267.5,17.7,77.4,2.48,0,False,2.0,64.5,webcam
290,2025-08-20,22:14,Pune,9,7,1,1,893.7,60.5,25.0,2.23,0,False,7.7,72.6,phone_camera
291,2025-04-24,09:22,Bangalore,8,1,3,4,1237.4,16.0,33.5,1.37,3,False,1.6,79.9,phone_camera
292,2025-03-19,16:46,Chennai,3,0,3,0,1422.6,51.9,83.2,1.9,0,False,6.4,89.2,webcam
293,2025-11-08,06:47,Hyderabad,11,4,0,7,525.0,82.1,91.0,2.17,7,True,6.3,55.7,uploaded
294,2025-04-27,17:02,Bangalore,6,6,0,0,903.9,54.5,94.8,2.0,0,False,1.1,77.6,webcam
295,2025-09-07,07:26,Pune,8,0,0,8,1319.4,49.7,71.9,2.57,8,True,3.5,89.2,fridge_cam
296,2025-02-19,15:49,Chennai,9,4,2,3,1719.6,38.7,51.3,1.87,2,True,5.9,75.9,webcam
297,2025-10-04,22:07,Pune,10,6,0,4,1816.9,44.2,85.8,1.24,3,False,5.3,63.3,webcam
298,2025-10-27,08:07,Kolkata,10,7,2,1,1060.8,58.3,47.9,3.89,0,False,2.3,72.3,phone_camera
299,2025-06-21,10:57,Mumbai,4,2,1,1,1317.4,15.8,60.4,3.38,1,True,7.4,88.1,webcam
300,2025-05-18,19:28,Kolkata,6,3,3,0,848.1,53.5,91.4,3.49,0,True,7.2,63.7,uploaded
301,2025-03-16,06:33,Chennai,7,3,4,0,507.4,60.4,23.4,3.39,0,True,4.4,58.1,webcam
302,2025-11-05,06:32,Mumbai,4,0,1,3,1724.7,38.3,27.3,3.19,0,True,5.0,67.2,fridge_cam
303,2025-02-19,06:31,Bangalore,4,3,1,0,669.3,39.2,64.9,1.48,0,False,6.0,70.2,phone_camera
304,2025-08-23,20:08,Bangalore,5,5,0,0,388.4,47.5,78.5,3.27,0,True,6.1,55.7,phone_camera
305,2025-07-12,16:37,Mumbai,11,10,1,0,1825.1,87.8,64.1,1.84,0,False,7.1,76.9,phone_camera
306,2025-05-12,12:56,Hyderabad,6,5,1,0,1934.1,68.5,33.2,2.39,0,False,1.6,77.4,fridge_cam
307,2025-11-22,20:57,Mumbai,7,3,1,3,879.9,80.9,22.8,3.89,0,False,4.1,62.8,uploaded
308,2025-07-25,12:06,Hyderabad,12,4,7,1,1487.6,81.9,33.5,2.5,0,True,3.0,75.8,uploaded
309,2025-04-10,18:46,Pune,11,5,1,5,341.2,17.6,93.2,3.86,0,False,4.4,80.7,uploaded
310,2025-07-14,16:32,Hyderabad,3,0,0,3,1002.4,84.5,72.9,0.95,2,False,3.5,59.6,phone_camera
311,2025-12-21,07:40,Pune,11,5,2,4,741.0,42.4,45.3,2.91,4,False,2.4,85.9,phone_camera
312,2025-10-25,06:33,Chennai,7,6,1,0,1998.1,42.4,59.8,3.99,0,False,6.6,89.6,phone_camera
313,2025-02-12,12:01,Bangalore,11,11,0,0,230.0,108.1,79.8,0.87,0,False,5.9,79.4,uploaded
314,2025-01-17,13:58,Mumbai,3,0,2,1,1873.8,40.5,43.9,1.13,0,False,3.4,81.4,phone_camera
315,2025-09-17,09:19,Pune,6,6,0,0,1084.6,109.7,43.1,3.59,0,False,6.6,65.8,phone_camera
316,2025-06-27,07:41,Pune,3,1,2,0,1644.6,58.8,52.1,2.06,0,False,1.0,82.2,phone_camera
317,2025-12-02,13:25,Kolkata,8,7,1,0,1014.2,33.9,49.2,1.44,0,False,3.0,89.8,webcam
318,2025-10-11,19:26,Pune,9,3,1,5,315.9,40.3,86.1,3.28,5,True,7.7,64.3,phone_camera
319,2025-06-03,20:33,Mumbai,9,4,4,1,1451.7,84.9,75.8,2.16,0,False,1.5,85.5,uploaded
320,2025-11-09,08:38,Bangalore,3,0,3,0,751.8,108.8,24.5,3.39,0,False,3.9,72.9,phone_camera
321,2025-08-17,13:40,Kolkata,8,6,0,2,1935.6,62.1,55.9,1.65,0,True,2.6,87.9,uploaded
322,2025-02-07,20:17,Pune,4,2,1,1,1780.5,95.8,59.9,3.24,1,False,6.6,77.6,uploaded
323,2025-04-22,18:30,Delhi,8,2,4,2,899.3,60.0,77.1,1.69,1,True,2.6,65.7,phone_camera
324,2025-10-12,16:15,Bangalore,12,7,2,3,1382.1,79.1,32.7,2.9,2,False,1.2,64.0,fridge_cam
325,2025-09-23,12:39,Pune,10,6,2,2,1961.2,87.9,92.5,0.74,2,False,3.7,79.2,phone_camera
326,2025-04-17,16:57,Pune,10,0,4,6,464.1,105.8,53.8,3.48,2,True,2.9,89.0,fridge_cam
327,2025-10-20,20:57,Pune,6,0,1,5,632.1,45.0,40.3,3.47,2,True,2.1,86.4,fridge_cam
328,2025-12-14,22:33,Bangalore,11,0,4,7,1464.7,107.9,66.5,3.85,0,False,3.8,86.1,fridge_cam
329,2025-05-15,20:06,Chennai,5,3,0,2,831.7,70.5,34.5,3.24,2,True,3.4,69.2,uploaded
330,2025-08-07,18:59,Bangalore,5,0,5,0,1720.5,35.8,59.6,2.23,0,False,1.1,77.4,phone_camera
331,2025-07-14,19:55,Kolkata,4,4,0,0,1493.0,56.7,43.3,2.86,0,False,4.4,87.3,phone_camera
332,2025-03-10,20:36,Pune,4,4,0,0,1334.0,23.9,57.1,2.78,0,False,1.3,79.0,webcam
333,2025-11-09,22:42,Hyderabad,9,7,0,2,846.8,77.1,45.0,2.38,2,True,2.3,66.0,phone_camera
334,2025-01-26,12:18,Kolkata,12,8,0,4,326.3,95.5,37.9,1.69,1,False,4.3,85.5,webcam
335,2025-09-06,11:04,Hyderabad,4,2,1,1,403.9,72.2,26.3,0.82,0,False,6.8,70.2,uploaded
336,2025-02-07,09:50,Kolkata,9,9,0,0,904.2,105.0,43.5,2.44,0,False,7.2,60.6,fridge_cam
337,2025-04-08,11:52,Pune,3,1,1,1,359.4,21.0,45.3,1.55,1,False,3.3,85.0,webcam
338,2025-08-16,07:14,Chennai,7,5,2,0,1465.2,62.8,47.0,2.37,0,False,4.9,61.5,webcam
339,2025-05-12,18:51,Kolkata,7,3,2,2,547.4,53.6,55.3,2.29,2,True,4.1,70.2,uploaded
340,2025-10-17,09:01,Pune,7,4,2,1,926.8,115.0,76.4,3.24,1,True,5.0,77.2,uploaded
341,2025-10-10,10:39,Hyderabad,3,2,0,1,1754.8,93.2,26.7,3.4,1,False,2.8,62.4,fridge_cam
342,2025-09-06,07:36,Hyderabad,3,3,0,0,1528.2,65.3,30.1,0.92,0,True,2.5,60.3,phone_camera
343,2025-02-12,06:49,Pune,12,12,0,0,1911.1,84.5,47.6,1.72,0,False,7.9,57.8,webcam
344,2025-04-02,15:46,Kolkata,9,8,0,1,255.4,105.1,44.5,3.94,1,False,4.6,57.8,phone_camera
345,2025-04-14,06:58,Delhi,4,2,0,2,1088.5,31.6,27.7,3.59,0,False,2.9,66.6,phone_camera
346,2025-08-20,09:38,Bangalore,12,1,10,1,1716.4,119.2,66.6,2.8,0,True,3.7,57.3,uploaded
347,2025-06-19,15:34,Pune,8,2,0,6,567.2,53.8,87.6,3.97,0,False,6.8,55.5,webcam
348,2025-07-01,18:18,Mumbai,8,3,5,0,1295.2,50.0,83.3,1.18,0,False,2.5,57.1,uploaded
349,2025-04-11,12:51,Pune,3,0,2,1,1972.0,97.0,46.9,1.13,1,False,6.2,87.4,webcam
350,2025-05-14,14:35,Pune,7,7,0,0,794.8,49.2,94.3,2.89,0,True,6.0,56.1,fridge_cam
351,2025-02-03,12:23,Mumbai,10,10,0,0,1220.3,78.9,37.6,2.75,0,False,6.7,69.0,uploaded
352,2025-02-17,16:43,Hyderabad,3,2,0,1,1730.9,51.7,85.6,0.65,0,False,2.0,55.5,phone_camera
353,2025-08-17,12:38,Pune,8,8,0,0,1674.0,69.9,34.4,0.58,0,False,2.4,57.9,webcam
354,2025-10-21,15:33,Delhi,8,8,0,0,569.5,16.8,38.9,2.11,0,True,2.8,55.8,fridge_cam
355,2025-06-02,08:35,Chennai,4,2,0,2,637.0,102.9,49.0,2.23,0,True,1.3,64.7,fridge_cam
356,2025-12-05,12:42,Delhi,7,1,5,1,1111.4,21.4,85.6,2.54,1,True,3.2,85.9,uploaded
357,2025-07-03,14:17,Chennai,5,2,2,1,1886.2,82.9,73.7,2.92,1,True,1.4,84.4,phone_camera
358,2025-03-19,14:06,Bangalore,5,0,2,3,1651.4,22.1,27.2,3.48,1,True,2.8,79.6,uploaded
359,2025-07-27,08:08,Chennai,8,2,5,1,898.4,96.7,94.7,2.47,0,True,1.0,57.2,phone_camera
360,2025-02-14,20:37,Kolkata,6,5,0,1,886.8,118.0,66.9,1.87,1,True,2.3,74.2,phone_camera
361,2025-02-10,13:19,Delhi,9,8,1,0,907.5,28.7,80.1,0.58,0,False,5.6,77.5,fridge_cam
362,2025-12-19,06:21,Pune,6,4,2,0,1304.7,10.8,77.2,3.72,0,True,4.7,57.4,phone_camera
363,2025-08-16,11:05,Chennai,9,2,5,2,1460.3,64.0,55.0,3.84,0,True,6.8,68.0,webcam
364,2025-06-11,16:05,Hyderabad,8,7,0,1,761.6,49.3,93.1,1.79,1,False,2.7,66.1,phone_camera
365,2025-03-18,15:09,Delhi,4,3,0,1,1598.4,62.7,68.2,1.1,0,True,1.2,60.4,webcam
366,2025-06-25,09:41,Pune,10,2,6,2,639.1,38.9,22.5,2.69,1,True,7.9,63.5,fridge_cam
367,2025-12-12,13:03,Mumbai,8,6,0,2,308.8,25.2,83.7,1.27,0,True,1.8,57.3,uploaded
368,2025-02-10,13:29,Pune,7,4,1,2,1060.6,84.6,70.8,3.88,1,False,5.6,76.6,phone_camera
369,2025-11-05,19:03,Pune,10,7,0,3,750.4,61.3,66.7,2.78,3,True,3.5,78.5,uploaded
370,2025-04-12,06:54,Bangalore,7,1,0,6,1443.8,96.5,66.4,1.83,1,False,5.9,61.7,uploaded
371,2025-08-04,09:39,Kolkata,11,0,0,11,708.8,44.6,69.4,3.23,10,True,1.9,58.3,phone_camera
372,2025-03-05,17:59,Hyderabad,10,0,4,6,1505.0,35.9,73.8,0.98,6,True,6.7,63.1,webcam
373,2025-07-24,21:19,Pune,9,1,6,2,753.3,106.5,63.7,0.64,0,True,5.2,73.4,fridge_cam
374,2025-06-16,20:08,Mumbai,4,0,0,4,1249.2,110.5,57.1,1.63,2,False,1.1,69.1,phone_camera
375,2025-12-27,15:21,Kolkata,6,3,1,2,1117.1,89.3,41.4,1.82,2,True,4.1,83.4,uploaded
376,2025-01-17,06:22,Pune,11,7,2,2,1448.7,79.0,25.1,3.91,1,False,5.4,64.8,webcam
377,2025-05-25,22:38,Delhi,5,5,0,0,506.0,43.8,37.3,2.63,0,False,3.7,88.5,fridge_cam
378,2025-02-04,22:04,Bangalore,7,6,1,0,322.1,28.6,56.7,2.04,0,False,6.8,71.2,uploaded
379,2025-05-12,10:29,Mumbai,10,8,2,0,1444.9,36.7,67.6,0.86,0,False,3.9,66.4,fridge_cam
380,2025-05-21,17:21,Pune,4,1,2,1,988.7,60.2,80.5,3.03,0,False,7.3,77.5,fridge_cam
381,2025-01-01,08:31,Mumbai,8,5,1,2,387.0,112.1,27.8,2.15,1,True,1.8,61.4,fridge_cam
382,2025-03-09,07:23,Delhi,9,7,2,0,815.5,81.0,67.0,1.64,0,False,4.3,77.2,fridge_cam
383,2025-11-13,15:58,Mumbai,9,5,1,3,1566.7,92.4,36.2,1.58,1,True,1.2,59.5,fridge_cam
384,2025-05-19,18:02,Bangalore,4,0,3,1,491.5,47.5,73.6,3.84,0,False,4.6,69.7,uploaded
385,2025-03-12,07:03,Hyderabad,10,3,7,0,629.5,27.7,28.8,2.51,0,True,6.5,57.1,webcam
386,2025-07-19,18:58,Pune,9,5,0,4,404.3,89.3,93.6,3.7,4,False,2.9,67.3,phone_camera
387,2025-05-03,09:57,Pune,9,4,4,1,249.1,13.7,86.6,1.1,1,False,3.8,56.2,webcam
388,2025-03-04,17:07,Pune,9,2,3,4,1933.8,61.3,29.3,1.82,4,True,7.2,69.3,fridge_cam
389,2025-04-03,14:43,Kolkata,11,6,2,3,581.2,108.9,33.5,2.23,0,False,2.5,82.7,webcam
390,2025-03-05,20:16,Hyderabad,10,7,1,2,1876.1,75.7,44.9,2.27,0,False,4.4,65.3,uploaded
391,2025-07-23,21:42,Kolkata,3,0,3,0,1153.6,115.1,87.9,3.17,0,True,1.7,83.2,webcam
392,2025-10-05,12:33,Mumbai,8,2,5,1,855.4,116.2,31.1,2.13,1,True,2.9,82.8,webcam
393,2025-03-09,14:35,Pune,9,3,5,1,1297.0,70.4,50.7,1.48,0,True,3.9,68.9,fridge_cam
394,2025-08-19,13:12,Pune,8,4,1,3,1258.4,61.6,29.9,3.61,2,False,1.5,68.5,webcam
395,2025-02-02,10:39,Kolkata,7,7,0,0,969.1,93.4,68.7,1.78,0,True,5.1,56.6,fridge_cam
396,2025-01-06,19:29,Chennai,6,3,3,0,794.3,32.6,51.0,3.39,0,True,7.6,83.6,fridge_cam
397,2025-07-01,15:34,Kolkata,9,4,2,3,1815.0,49.3,26.5,2.55,0,False,3.2,68.8,phone_camera
398,2025-08-20,08:48,Chennai,5,1,3,1,338.5,64.1,45.3,1.13,0,False,2.2,88.9,webcam
399,2025-03-25,10:08,Kolkata,9,9,0,0,1292.5,111.6,38.5,1.4,0,False,6.5,71.7,uploaded
400,2025-06-22,21:10,Mumbai,4,3,1,0,1405.8,104.9,89.7,3.44,0,False,4.0,72.5,phone_camera
401,2025-01-17,12:46,Kolkata,6,5,1,0,1644.8,61.9,36.4,3.48,0,False,6.8,75.2,uploaded
402,2025-07-21,22:01,Hyderabad,9,8,1,0,1900.2,62.9,47.7,1.68,0,True,1.3,83.4,uploaded
403,2025-12-14,06:17,Bangalore,8,0,3,5,1772.7,78.1,62.0,1.32,1,False,6.6,64.3,webcam
404,2025-05-15,11:31,Kolkata,6,6,0,0,1223.7,73.7,67.3,2.9,0,False,2.8,72.5,uploaded
405,2025-12-24,13:25,Pune,5,4,0,1,1233.4,116.3,36.1,3.13,0,False,2.2,87.1,webcam
406,2025-11-22,19:58,Chennai,12,5,1,6,1396.6,12.8,80.0,3.37,0,True,2.8,76.9,phone_camera
407,2025-03-09,15:21,Kolkata,9,2,7,0,428.6,63.2,65.2,0.98,0,True,6.6,79.1,uploaded
408,2025-02-26,16:22,Mumbai,5,1,1,3,462.8,15.5,27.2,2.66,1,True,5.0,86.8,fridge_cam
409,2025-12-22,18:21,Kolkata,8,1,1,6,1464.2,95.9,25.1,0.51,3,True,6.4,65.4,fridge_cam
410,2025-10-14,19:52,Pune,4,1,1,2,208.4,90.9,45.6,2.13,0,False,3.8,65.7,uploaded
411,2025-02-07,10:42,Chennai,4,0,4,0,1016.3,31.3,63.0,2.54,0,False,7.8,66.5,fridge_cam
412,2025-07-19,22:21,Kolkata,3,3,0,0,314.0,51.6,86.2,3.55,0,False,5.3,87.9,webcam
413,2025-07-19,20:25,Chennai,12,6,6,0,1533.2,25.2,48.4,3.94,0,True,6.9,63.2,webcam
414,2025-03-10,09:54,Bangalore,7,3,2,2,479.6,31.7,57.3,2.14,1,False,2.0,60.1,phone_camera
415,2025-02-26,21:12,Hyderabad,7,2,5,0,366.8,90.6,80.2,2.52,0,False,4.1,58.6,fridge_cam
416,2025-10-12,13:46,Hyderabad,4,0,1,3,788.5,65.7,35.4,1.09,0,True,3.1,62.3,fridge_cam
417,2025-11-14,12:43,Pune,4,1,2,1,730.6,34.8,72.3,3.87,0,False,2.6,83.2,fridge_cam
418,2025-12-12,14:55,Mumbai,7,7,0,0,637.6,80.3,57.9,3.65,0,False,1.8,83.0,phone_camera
419,2025-09-05,14:21,Kolkata,5,0,3,2,1191.9,14.6,89.7,3.76,1,False,1.8,74.5,webcam
420,2025-09-03,19:47,Mumbai,12,10,2,0,864.5,42.3,65.4,0.87,0,False,2.7,69.6,webcam
421,2025-07-04,13:26,Bangalore,6,1,4,1,1446.2,103.4,26.1,0.85,0,False,2.9,62.9,webcam
422,2025-07-16,08:08,Bangalore,10,10,0,0,1461.4,63.2,51.3,3.14,0,True,6.6,61.1,uploaded
423,2025-01-22,18:39,Kolkata,11,9,1,1,1011.9,118.6,52.0,3.95,0,False,1.6,70.1,phone_camera
424,2025-11-13,20:35,Pune,4,4,0,0,1014.1,91.8,90.2,1.85,0,False,7.8,55.5,webcam
425,2025-06-12,13:56,Chennai,12,2,10,0,1015.5,46.8,79.9,1.41,0,False,1.8,79.7,fridge_cam
426,2025-08-05,18:30,Delhi,3,1,2,0,706.4,58.4,81.4,2.71,0,True,2.8,67.5,webcam
427,2025-04-14,07:13,Hyderabad,12,5,6,1,794.2,45.4,58.0,2.33,0,True,7.6,60.2,uploaded
428,2025-05-07,17:34,Pune,10,8,0,2,1429.6,50.1,63.4,3.55,1,False,3.9,72.9,uploaded
429,2025-06-23,14:14,Bangalore,12,2,2,8,1446.2,31.6,50.4,2.26,1,True,4.2,59.1,uploaded
430,2025-06-20,16:22,Mumbai,8,3,5,0,1289.9,111.8,80.5,1.99,0,True,5.2,73.8,phone_camera
431,2025-09-11,16:44,Pune,3,3,0,0,698.1,59.1,35.3,3.41,0,True,1.6,86.4,webcam
432,2025-06-09,15:46,Kolkata,7,2,0,5,1961.8,13.6,50.1,3.45,1,False,7.4,74.3,fridge_cam
433,2025-05-01,17:10,Pune,10,4,0,6,1405.5,63.3,71.8,3.97,6,True,2.4,63.8,uploaded
434,2025-01-15,20:36,Kolkata,9,6,1,2,1293.8,45.3,70.0,0.5,0,False,5.9,67.4,webcam
435,2025-08-06,13:17,Kolkata,12,4,0,8,934.7,49.9,23.1,0.91,1,False,1.3,60.4,phone_camera
436,2025-03-27,16:05,Kolkata,5,0,4,1,1460.0,78.0,20.3,2.55,1,True,1.4,80.8,fridge_cam
437,2025-08-06,07:45,Delhi,10,4,5,1,1998.6,45.4,38.0,2.26,0,False,5.3,87.0,fridge_cam
438,2025-07-18,15:18,Mumbai,10,4,2,4,1684.4,35.5,35.8,3.8,4,False,7.2,85.3,fridge_cam
439,2025-04-23,15:35,Mumbai,4,4,0,0,1625.6,71.5,42.1,1.23,0,False,6.6,69.2,fridge_cam
440,2025-06-21,13:55,Delhi,7,0,3,4,1869.1,23.1,56.4,2.19,1,True,3.0,79.1,phone_camera
441,2025-09-24,10:53,Chennai,3,3,0,0,1326.0,68.4,26.9,1.84,0,False,5.7,74.9,phone_camera
442,2025-08-21,22:07,Pune,4,4,0,0,352.9,98.6,22.0,3.31,0,True,7.5,63.2,phone_camera
443,2025-01-25,10:51,Kolkata,9,9,0,0,1406.2,49.1,65.6,1.61,0,False,3.2,78.1,webcam
444,2025-04-12,15:58,Kolkata,12,10,2,0,1012.4,30.3,49.3,2.57,0,True,3.1,55.6,phone_camera
445,2025-05-20,10:03,Mumbai,6,4,2,0,326.6,79.7,66.7,1.41,0,True,5.2,55.8,phone_camera
446,2025-08-05,22:57,Bangalore,12,10,1,1,1308.3,77.6,37.7,3.83,0,True,3.7,80.1,phone_camera
447,2025-03-15,18:20,Kolkata,6,1,4,1,589.5,93.7,60.5,0.68,0,False,5.0,68.7,phone_camera
448,2025-09-12,16:47,Mumbai,6,4,1,1,249.0,10.2,89.2,3.94,1,False,3.1,65.8,fridge_cam
449,2025-01-15,14:03,Delhi,10,9,0,1,388.7,90.1,71.9,3.49,1,True,7.8,78.7,phone_camera
450,2025-06-20,07:08,Delhi,4,3,1,0,1599.3,92.3,67.0,3.78,0,True,1.2,89.5,phone_camera
451,2025-12-02,13:40,Bangalore,3,2,0,1,436.2,93.8,24.1,1.03,1,True,5.2,83.6,uploaded
452,2025-03-14,12:29,Chennai,8,5,0,3,1358.5,64.3,65.5,3.2,1,True,5.9,82.9,phone_camera
453,2025-07-14,19:53,Hyderabad,8,1,7,0,1321.4,29.2,88.0,2.21,0,True,1.7,62.3,fridge_cam
454,2025-11-20,17:25,Delhi,8,5,1,2,916.0,17.0,91.6,2.59,2,False,6.9,56.2,fridge_cam
455,2025-05-16,17:58,Mumbai,7,1,6,0,1569.8,57.0,34.7,2.08,0,False,7.7,87.7,fridge_cam
456,2025-08-14,19:37,Delhi,11,6,2,3,1817.6,45.6,57.2,3.03,2,True,4.9,85.2,webcam
