waste_id,food_name,category,month,year,wasted_grams,wasted_calories,wasted_cost_inr,co2_kg,waste_reason,household_size,income_bracket,city,had_smart_fridge,prevented_by_ai
271,lentils,Legume,Jun,2024,380,440.8,67.64,1.768,expired,6,low,Mumbai,True,False
272,potato,Vegetable,Feb,2024,358,275.7,100.19,1.486,improper_storage,6,high,Mumbai,False,False
273,tofu,Protein,Feb,2024,301,228.8,22.26,0.401,not_preferred,6,medium,Mumbai,False,False
274,potato,Vegetable,Mar,2024,376,289.5,19.71,0.721,power_cut,5,high,Chennai,False,False
275,pineapple,Fruit,Sep,2025,413,206.5,158.38,1.948,expired,1,low,Delhi,True,False
276,zucchini,Vegetable,Jan,2025,441,75.0,45.25,2.169,forgotten,4,low,Pune,True,False
277,garlic,Vegetable,Aug,2024,291,433.6,91.25,0.881,over_purchased,4,high,Mumbai,False,True
278,salmon,Protein,Oct,2024,0,0.0,0.0,0.0,quality_issue,1,high,Bangalore,True,True
279,rice,Grain,Dec,2024,116,239.0,24.09,0.134,improper_storage,4,medium,Chennai,False,False
280,pear,Fruit,May,2024,418,238.3,89.49,0.422,quality_issue,1,low,Bangalore,True,True
281,banana,Fruit,Mar,2024,273,286.6,29.05,0.787,not_preferred,5,low,Delhi,True,True
282,chicken,Protein,Feb,2025,121,289.2,27.62,0.509,over_purchased,2,low,Pune,True,True
283,avocado,Fruit,Oct,2025,27,43.2,5.62,0.037,forgotten,2,high,Hyderabad,False,True
284,butter,Dairy,Jan,2025,230,1649.1,86.03,0.148,quality_issue,2,low,Hyderabad,False,False
285,yogurt,Dairy,Dec,2025,459,459.0,17.59,1.405,expired,6,high,Bangalore,False,False
286,peach,Fruit,Oct,2025,367,143.1,73.55,0.898,expired,5,medium,Mumbai,False,True
287,olive_oil,Oil,Jun,2025,300,2652.0,77.57,0.183,power_cut,1,low,Chennai,False,False
288,bread,Grain,Jun,2024,332,879.8,42.04,0.938,quality_issue,5,medium,Delhi,False,True
289,pasta,Grain,Jun,2025,114,250.8,12.07,0.171,forgotten,3,low,Chennai,True,True
290,zucchini,Vegetable,Aug,2025,49,8.3,19.54,0.22,quality_issue,5,medium,Mumbai,True,False
291,salmon,Protein,Oct,2025,427,888.2,112.5,1.706,quality_issue,3,high,Kolkata,False,True
292,egg,Protein,Jun,2025,381,297.2,74.66,0.356,not_preferred,4,medium,Bangalore,False,True
293,yogurt,Dairy,Jul,2024,388,388.0,153.42,0.332,improper_storage,3,low,Mumbai,False,False
294,butter,Dairy,Nov,2024,40,286.8,13.15,0.147,expired,4,low,Chennai,False,False
295,olive_oil,Oil,Feb,2025,145,1281.8,26.96,0.567,forgotten,5,high,Chennai,False,True
296,potato,Vegetable,Aug,2024,147,113.2,37.91,0.537,expired,6,medium,Delhi,False,True
297,salmon,Protein,Mar,2024,353,734.2,59.79,1.486,not_preferred,6,low,Bangalore,False,True
298,tuna,Protein,Sep,2025,7,9.2,0.51,0.024,not_preferred,2,medium,Mumbai,False,False
299,cauliflower,Vegetable,Nov,2025,61,15.2,15.36,0.036,quality_issue,4,low,Pune,True,False
300,onion,Vegetable,Apr,2024,98,39.2,15.27,0.331,power_cut,6,medium,Mumbai,False,False
301,pasta,Grain,Feb,2024,308,677.6,114.97,1.139,over_purchased,2,low,Chennai,False,False
302,broccoli,Vegetable,Oct,2024,100,55.0,7.94,0.116,improper_storage,3,medium,Chennai,False,False
303,egg,Protein,Aug,2025,264,205.9,85.29,0.894,improper_storage,2,low,Delhi,True,False
304,pineapple,Fruit,Aug,2024,257,128.5,56.47,0.897,forgotten,6,medium,Pune,False,False
305,peas,Vegetable,Oct,2024,144,116.6,53.83,0.286,forgotten,5,medium,Chennai,True,False
306,cheese,Dairy,Jun,2025,221,888.4,83.13,0.483,quality_issue,3,low,Bangalore,False,False
307,blueberry,Fruit,Oct,2024,174,99.2,19.18,0.474,improper_storage,1,high,Hyderabad,True,True
308,mango,Fruit,Feb,2024,331,198.6,91.81,0.941,forgotten,5,high,Pune,True,True
309,peach,Fruit,Nov,2025,18,7.0,5.17,0.074,improper_storage,4,low,Pune,True,False
310,pasta,Grain,Jul,2024,63,138.6,11.4,0.033,power_cut,5,low,Kolkata,True,False
311,olive_oil,Oil,Jul,2025,372,3288.5,138.72,1.433,not_preferred,1,high,Bangalore,False,True
312,garlic,Vegetable,Jan,2025,381,567.7,139.92,1.031,over_purchased,6,medium,Bangalore,True,False
313,strawberry,Fruit,May,2025,120,58.8,39.45,0.325,power_cut,3,low,Bangalore,True,False
314,pear,Fruit,Apr,2024,84,47.9,33.08,0.149,improper_storage,4,medium,Kolkata,True,True
315,avocado,Fruit,Feb,2025,171,273.6,14.42,0.774,not_preferred,6,high,Pune,True,True
316,pineapple,Fruit,Feb,2024,436,218.0,103.12,2.094,power_cut,1,high,Delhi,True,False
317,banana,Fruit,Nov,2024,79,83.0,15.62,0.25,over_purchased,3,medium,Kolkata,False,True
318,lentils,Legume,Jan,2025,170,197.2,28.81,0.245,forgotten,4,high,Pune,False,False
319,yogurt,Dairy,Nov,2025,269,269.0,41.59,0.417,over_purchased,3,medium,Hyderabad,True,False
320,carrot,Vegetable,Aug,2024,206,107.1,70.17,0.997,not_preferred,2,low,Chennai,True,True
321,chickpeas,Legume,Jul,2024,3,4.9,0.39,0.002,quality_issue,2,medium,Pune,True,False
322,tomato,Vegetable,Mar,2024,381,133.3,102.42,0.198,expired,5,medium,Chennai,True,True
323,orange,Fruit,Nov,2024,69,42.8,17.07,0.064,improper_storage,5,medium,Pune,False,True
324,lettuce,Vegetable,Apr,2025,197,29.6,31.27,0.824,quality_issue,1,medium,Chennai,False,True
325,bread,Grain,Dec,2025,337,893.1,69.32,1.314,improper_storage,1,medium,Mumbai,False,True
326,cucumber,Vegetable,Mar,2024,179,28.6,54.52,0.414,forgotten,6,high,Pune,False,False
327,walnut,Nut,Aug,2025,473,3093.4,84.99,0.221,power_cut,5,low,Hyderabad,True,False
328,rice,Grain,Sep,2024,78,160.7,13.32,0.246,over_purchased,3,low,Delhi,True,False
329,tuna,Protein,Sep,2025,422,557.0,156.08,0.239,over_purchased,3,medium,Chennai,False,False
330,chicken,Protein,Jun,2025,188,449.3,24.48,0.297,not_preferred,6,high,Hyderabad,False,False
331,garlic,Vegetable,Mar,2024,188,280.1,35.44,0.832,expired,3,low,Chennai,True,False
332,lemon,Fruit,Nov,2024,91,26.4,23.35,0.405,expired,3,low,Bangalore,False,True
333,beef,Protein,Mar,2024,367,917.5,121.05,0.404,expired,4,low,Kolkata,True,True
334,beef,Protein,Sep,2024,153,382.5,17.18,0.171,expired,3,low,Pune,False,False
335,cauliflower,Vegetable,Nov,2024,372,93.0,81.64,0.481,expired,4,low,Mumbai,True,False
336,avocado,Fruit,Dec,2024,161,257.6,34.2,0.531,improper_storage,5,medium,Bangalore,False,False
337,yogurt,Dairy,Nov,2025,465,465.0,159.56,0.926,quality_issue,2,medium,Hyderabad,False,True
338,cucumber,Vegetable,Feb,2025,165,26.4,43.74,0.529,over_purchased,3,low,Delhi,True,False
339,grape,Fruit,Apr,2024,147,101.4,17.46,0.385,over_purchased,5,high,Delhi,False,True
340,mushroom,Vegetable,May,2024,435,95.7,55.4,0.373,over_purchased,3,high,Kolkata,True,False
341,beef,Protein,Aug,2024,98,245.0,11.94,0.258,quality_issue,1,medium,Delhi,True,True
342,mushroom,Vegetable,May,2025,103,22.7,24.92,0.283,over_purchased,1,high,Delhi,True,False
343,onion,Vegetable,Aug,2025,122,48.8,25.45,0.522,over_purchased,6,high,Chennai,False,False
344,egg,Protein,Sep,2024,120,93.6,44.0,0.067,expired,3,medium,Chennai,True,False
345,garlic,Vegetable,Feb,2025,185,275.7,23.47,0.482,expired,2,high,Delhi,True,True
346,bread,Grain,Apr,2025,103,272.9,19.39,0.149,power_cut,1,low,Chennai,True,False
347,banana,Fruit,Jan,2025,137,143.9,21.64,0.526,power_cut,4,low,Bangalore,False,False
348,cherry,Fruit,Oct,2025,464,232.0,66.52,1.403,expired,4,medium,Mumbai,False,True
349,peas,Vegetable,Aug,2025,192,155.5,67.28,0.395,over_purchased,2,high,Hyderabad,True,False
350,onion,Vegetable,Apr,2024,172,68.8,45.74,0.207,forgotten,1,high,Pune,True,True
351,tofu,Protein,Feb,2024,79,60.0,22.42,0.29,power_cut,6,low,Mumbai,False,False
352,milk,Dairy,Jan,2024,97,144.5,36.24,0.47,power_cut,4,high,Bangalore,True,False
353,chicken,Protein,Jan,2025,353,843.7,63.22,1.392,improper_storage,4,medium,Hyderabad,False,True
354,cherry,Fruit,Sep,2024,480,240.0,30.1,0.867,power_cut,2,high,Chennai,True,False
355,cheese,Dairy,Feb,2025,71,285.4,22.84,0.224,expired,1,medium,Delhi,True,True
356,broccoli,Vegetable,May,2025,192,105.6,74.18,0.524,power_cut,6,low,Hyderabad,False,False
357,tomato,Vegetable,Mar,2025,303,106.0,44.58,0.397,improper_storage,6,high,Chennai,True,False
358,olive_oil,Oil,Oct,2025,118,1043.1,32.62,0.24,over_purchased,2,low,Chennai,True,True
359,avocado,Fruit,Oct,2024,18,28.8,1.62,0.015,quality_issue,4,high,Hyderabad,False,True
360,pineapple,Fruit,Jun,2025,251,125.5,28.81,0.494,quality_issue,3,low,Delhi,True,True
361,lentils,Legume,Feb,2025,477,553.3,172.93,2.045,improper_storage,2,medium,Kolkata,False,True
362,spinach,Vegetable,Dec,2024,156,35.9,17.76,0.409,not_preferred,3,high,Kolkata,True,True
363,banana,Fruit,Nov,2025,256,268.8,11.49,0.837,forgotten,3,high,Chennai,True,False
364,pasta,Grain,Oct,2025,301,662.2,62.11,1.285,power_cut,4,medium,Mumbai,False,False
365,blueberry,Fruit,Aug,2024,251,143.1,38.99,0.329,improper_storage,1,medium,Kolkata,True,False
366,pear,Fruit,Aug,2024,183,104.3,33.26,0.386,forgotten,3,low,Kolkata,False,True
367,tuna,Protein,Jan,2024,30,39.6,1.18,0.126,not_preferred,2,medium,Mumbai,True,True
368,lemon,Fruit,Jul,2024,230,66.7,46.23,0.925,improper_storage,3,high,Hyderabad,False,False
369,cream,Dairy,Dec,2025,241,819.4,33.61,0.198,forgotten,5,medium,Mumbai,True,False
370,almond,Nut,Nov,2024,89,515.3,35.46,0.23,not_preferred,1,high,Hyderabad,False,True
371,pasta,Grain,Sep,2024,379,833.8,135.69,1.864,improper_storage,2,medium,Bangalore,True,False
372,watermelon,Fruit,Oct,2024,322,96.6,59.41,1.57,not_preferred,6,low,Bangalore,True,True
373,zucchini,Vegetable,Nov,2025,450,76.5,112.47,0.318,over_purchased,1,high,Bangalore,True,True
374,cherry,Fruit,Jan,2024,456,228.0,21.44,2.114,improper_storage,5,low,Pune,False,True
375,beef,Protein,May,2025,279,697.5,45.56,0.288,expired,6,high,Mumbai,False,False
376,lettuce,Vegetable,Nov,2025,483,72.5,162.15,2.14,not_preferred,4,medium,Bangalore,False,False
377,bell_pepper,Vegetable,Feb,2025,290,89.9,21.71,0.221,expired,2,low,Pune,True,True
378,onion,Vegetable,Sep,2024,452,180.8,139.92,0.891,power_cut,2,low,Bangalore,False,False
379,potato,Vegetable,Apr,2024,16,12.3,3.49,0.046,forgotten,2,medium,Chennai,True,True
380,pasta,Grain,Dec,2025,299,657.8,45.33,0.322,over_purchased,5,high,Kolkata,False,False
381,zucchini,Vegetable,Nov,2024,9,1.5,0.97,0.023,power_cut,1,low,Kolkata,True,False
382,peach,Fruit,Jan,2024,142,55.4,28.94,0.61,forgotten,3,low,Delhi,True,True
383,zucchini,Vegetable,Nov,2025,183,31.1,35.16,0.292,over_purchased,3,high,Chennai,False,True
384,walnut,Nut,Dec,2025,328,2145.1,33.36,0.202,over_purchased,5,medium,Bangalore,False,False
385,butter,Dairy,Feb,2025,46,329.8,17.69,0.094,power_cut,4,medium,Delhi,True,False
386,zucchini,Vegetable,Feb,2024,74,12.6,23.66,0.157,forgotten,4,low,Chennai,False,True
387,lettuce,Vegetable,Nov,2024,480,72.0,100.31,2.041,forgotten,5,high,Kolkata,False,False
388,cherry,Fruit,Jun,2024,484,242.0,32.21,1.068,not_preferred,4,medium,Kolkata,False,True
389,egg,Protein,Jan,2024,338,263.6,12.09,0.631,not_preferred,5,medium,Pune,True,True
390,pasta,Grain,Aug,2025,339,745.8,86.1,1.327,expired,6,low,Pune,True,False
391,beef,Protein,Oct,2024,277,692.5,89.65,0.638,quality_issue,2,low,Chennai,False,True
392,pasta,Grain,Jun,2025,472,1038.4,105.57,1.294,expired,3,high,Hyderabad,True,False
393,cheese,Dairy,Jan,2025,34,136.7,6.35,0.061,improper_storage,4,medium,Kolkata,False,True
394,chickpeas,Legume,Jun,2024,217,355.9,50.7,0.089,power_cut,6,high,Delhi,False,False
395,tuna,Protein,Jun,2025,153,202.0,50.35,0.093,not_preferred,6,low,Pune,False,True
396,corn,Vegetable,Feb,2024,263,226.2,84.29,0.768,expired,1,medium,Pune,False,False
397,cherry,Fruit,Jun,2024,139,69.5,30.47,0.078,not_preferred,6,medium,Hyderabad,False,False
398,zucchini,Vegetable,Oct,2025,191,32.5,38.1,0.147,improper_storage,3,low,Mumbai,True,True
399,cherry,Fruit,Jul,2024,389,194.5,117.03,1.88,quality_issue,5,high,Kolkata,False,False
400,cauliflower,Vegetable,Nov,2025,48,12.0,18.59,0.198,quality_issue,4,low,Chennai,True,False
401,egg,Protein,Dec,2025,149,116.2,23.64,0.483,forgotten,6,low,Mumbai,True,False
402,cream,Dairy,Sep,2024,314,1067.6,88.06,0.373,forgotten,3,high,Bangalore,False,True
403,broccoli,Vegetable,Dec,2025,1,0.6,0.24,0.004,forgotten,2,high,Mumbai,True,False
404,olive_oil,Oil,Apr,2025,486,4296.2,116.69,2.423,over_purchased,4,low,Chennai,True,False
405,cherry,Fruit,Mar,2024,92,46.0,27.12,0.084,not_preferred,4,medium,Bangalore,False,False
406,beef,Protein,Apr,2024,331,827.5,11.76,1.559,improper_storage,2,medium,Delhi,True,False
407,olive_oil,Oil,Jan,2024,130,1149.2,21.91,0.521,quality_issue,1,high,Bangalore,True,False
408,butter,Dairy,May,2025,62,444.5,21.48,0.288,expired,4,low,Hyderabad,False,True
409,zucchini,Vegetable,Feb,2025,368,62.6,95.47,0.256,power_cut,2,medium,Pune,True,False
410,strawberry,Fruit,Mar,2024,137,67.1,42.39,0.329,expired,2,high,Bangalore,False,True
411,olive_oil,Oil,Feb,2025,287,2537.1,108.58,0.68,expired,6,low,Pune,False,True
412,broccoli,Vegetable,Oct,2024,145,79.8,17.69,0.074,forgotten,2,low,Chennai,True,False
413,milk,Dairy,Oct,2024,334,497.7,115.48,1.382,expired,6,medium,Kolkata,False,True
414,cheese,Dairy,Dec,2024,12,48.2,3.88,0.033,expired,5,low,Mumbai,False,True
415,banana,Fruit,Sep,2024,468,491.4,93.16,0.804,power_cut,1,medium,Pune,False,False
416,onion,Vegetable,Aug,2025,12,4.8,3.87,0.048,forgotten,6,high,Hyderabad,False,False
417,egg,Protein,Sep,2025,49,38.2,12.26,0.128,power_cut,4,high,Bangalore,False,False
418,cream,Dairy,Sep,2025,450,1530.0,39.52,0.537,not_preferred,3,low,Kolkata,False,True
419,lettuce,Vegetable,Dec,2025,208,31.2,27.69,0.514,quality_issue,3,low,Bangalore,False,False
420,grape,Fruit,Mar,2025,495,341.6,195.27,1.162,expired,3,low,Chennai,True,False
421,pasta,Grain,May,2024,19,41.8,6.27,0.02,quality_issue,5,low,Chennai,False,True
422,cauliflower,Vegetable,Jul,2024,203,50.7,19.5,0.157,power_cut,4,high,Mumbai,True,False
423,potato,Vegetable,Mar,2024,287,221.0,37.41,0.33,expired,4,low,Chennai,False,True
424,strawberry,Fruit,Mar,2025,470,230.3,116.96,0.762,forgotten,6,medium,Chennai,False,False
425,butter,Dairy,Jul,2024,359,2574.0,62.65,0.358,power_cut,6,medium,Mumbai,False,False
426,walnut,Nut,Nov,2024,234,1530.4,85.59,0.221,improper_storage,1,high,Kolkata,False,True
427,mushroom,Vegetable,Jan,2024,468,103.0,22.28,0.728,forgotten,4,medium,Delhi,False,False
428,watermelon,Fruit,Aug,2024,295,88.5,77.03,1.013,quality_issue,3,high,Mumbai,True,False
429,blueberry,Fruit,Nov,2024,487,277.6,31.1,0.783,improper_storage,2,medium,Pune,False,False
430,salmon,Protein,Apr,2024,67,139.4,22.48,0.023,expired,5,medium,Mumbai,False,True
431,almond,Nut,Jan,2025,112,648.5,33.5,0.109,improper_storage,6,medium,Pune,True,True
432,lemon,Fruit,Feb,2025,161,46.7,46.24,0.652,not_preferred,6,medium,Chennai,True,False
433,yogurt,Dairy,Mar,2025,463,463.0,176.82,1.382,not_preferred,1,medium,Mumbai,False,False
434,mushroom,Vegetable,Aug,2024,157,34.5,28.42,0.338,power_cut,5,low,Kolkata,True,False
435,lemon,Fruit,Jun,2025,374,108.5,138.58,0.79,forgotten,3,high,Hyderabad,False,False
436,salmon,Protein,Jul,2025,239,497.1,35.06,0.526,over_purchased,4,high,Bangalore,False,False
437,corn,Vegetable,Dec,2024,478,411.1,92.37,0.718,power_cut,2,medium,Pune,True,False
438,corn,Vegetable,May,2024,469,403.3,115.45,2.313,quality_issue,2,low,Delhi,True,True
439,pineapple,Fruit,Apr,2024,216,108.0,85.9,0.325,over_purchased,6,medium,Pune,False,True
440,pineapple,Fruit,Oct,2024,156,78.0,27.72,0.056,over_purchased,3,high,Chennai,True,False
441,yogurt,Dairy,Jul,2025,51,51.0,15.95,0.245,forgotten,1,medium,Bangalore,True,False
442,salmon,Protein,Jul,2025,341,709.3,21.03,1.555,improper_storage,2,high,Bangalore,True,True
443,cucumber,Vegetable,Feb,2024,234,37.4,92.78,0.308,over_purchased,5,low,Bangalore,False,True
444,beef,Protein,Jun,2025,169,422.5,8.75,0.792,forgotten,3,low,Mumbai,False,False
445,strawberry,Fruit,Mar,2024,64,31.4,19.09,0.202,over_purchased,6,low,Pune,False,False
446,apple,Fruit,Dec,2024,482,457.9,48.56,1.937,forgotten,3,medium,Hyderabad,False,False
447,chicken,Protein,Dec,2025,396,946.4,37.21,0.618,power_cut,1,medium,Bangalore,False,False
448,cucumber,Vegetable,Feb,2024,465,74.4,151.87,0.968,expired,1,high,Bangalore,True,True
449,lemon,Fruit,Jun,2024,280,81.2,12.98,0.412,quality_issue,5,low,Bangalore,True,False
450,broccoli,Vegetable,Aug,2024,499,274.4,167.57,1.812,expired,1,high,Bangalore,False,True
451,lettuce,Vegetable,Feb,2024,427,64.0,148.55,1.223,not_preferred,3,medium,Hyderabad,False,True
452,potato,Vegetable,Mar,2024,59,45.4,4.35,0.083,expired,3,low,Hyderabad,False,False
453,strawberry,Fruit,Oct,2025,442,216.6,46.64,0.809,power_cut,4,low,Chennai,True,False
454,pasta,Grain,Feb,2024,54,118.8,4.65,0.068,not_preferred,3,low,Delhi,False,False
455,tofu,Protein,Dec,2025,198,150.5,15.33,0.622,forgotten,2,low,Delhi,True,False
456,carrot,Vegetable,May,2025,7,3.6,2.19,0.002,not_preferred,6,low,Pune,True,True
457,bell_pepper,Vegetable,May,2025,367,113.8,144.82,0.585,power_cut,4,medium,Mumbai,True,False
458,mushroom,Vegetable,Feb,2024,464,102.1,24.51,1.185,power_cut,6,low,Delhi,True,False
459,kiwi,Fruit,May,2024,491,299.5,140.8,2.345,power_cut,4,medium,Chennai,True,False
460,oats,Grain,Sep,2024,1,3.9,0.2,0.002,over_purchased,3,medium,Delhi,True,False
461,egg,Protein,Jul,2024,381,297.2,148.25,1.739,not_preferred,2,low,Pune,False,False
462,tuna,Protein,Apr,2024,1,1.3,0.37,0.0,not_preferred,6,high,Hyderabad,True,False
463,lemon,Fruit,Jun,2025,289,83.8,35.42,1.014,power_cut,2,medium,Bangalore,False,False
464,zucchini,Vegetable,Oct,2025,99,16.8,6.55,0.459,not_preferred,6,low,Pune,False,True
465,kiwi,Fruit,Jan,2024,278,169.6,67.73,0.52,improper_storage,6,low,Mumbai,True,False
466,cherry,Fruit,Dec,2024,434,217.0,127.14,1.37,not_preferred,5,low,Hyderabad,False,True
467,zucchini,Vegetable,Sep,2024,87,14.8,19.08,0.331,forgotten,3,medium,Delhi,False,True
468,spinach,Vegetable,May,2025,27,6.2,2.56,0.092,over_purchased,4,low,Bangalore,False,True
469,kiwi,Fruit,Oct,2024,122,74.4,18.88,0.336,forgotten,3,high,Delhi,True,True
470,cucumber,Vegetable,Apr,2024,396,63.4,18.39,1.136,over_purchased,5,low,Pune,False,True
471,corn,Vegetable,Dec,2024,358,307.9,29.94,0.818,power_cut,2,high,Chennai,True,False
472,beef,Protein,Nov,2025,151,377.5,30.8,0.541,power_cut,3,medium,Kolkata,False,False
473,garlic,Vegetable,Apr,2024,214,318.9,63.16,0.778,expired,6,high,Kolkata,False,False
474,garlic,Vegetable,May,2024,298,444.0,29.11,0.926,power_cut,6,low,Hyderabad,False,False
475,spinach,Vegetable,Mar,2025,164,37.7,63.84,0.269,not_preferred,4,low,Hyderabad,False,True
476,bread,Grain,Dec,2024,62,164.3,16.17,0.19,expired,4,medium,Delhi,False,False
477,peach,Fruit,May,2024,296,115.4,19.44,0.843,over_purchased,6,low,Kolkata,False,False
478,olive_oil,Oil,Feb,2025,356,3147.0,10.93,0.403,forgotten,1,medium,Pune,True,False
479,yogurt,Dairy,May,2025,438,438.0,101.63,1.537,power_cut,6,low,Bangalore,True,False
480,bread,Grain,Jun,2024,412,1091.8,89.65,0.18,over_purchased,2,high,Kolkata,False,True
481,peach,Fruit,May,2025,55,21.5,14.59,0.191,improper_storage,4,medium,Bangalore,True,False
482,bell_pepper,Vegetable,Aug,2024,63,19.5,21.76,0.083,not_preferred,3,medium,Chennai,True,True
483,cauliflower,Vegetable,Jan,2025,390,97.5,29.47,1.378,over_purchased,5,low,Chennai,True,True
484,avocado,Fruit,Apr,2025,500,800.0,173.56,1.015,expired,5,high,Delhi,True,False
485,bread,Grain,Jan,2025,93,246.5,26.95,0.192,over_purchased,3,high,Hyderabad,False,True
486,avocado,Fruit,Oct,2025,420,672.0,131.54,1.301,not_preferred,3,low,Kolkata,True,True
487,tuna,Protein,Nov,2025,224,295.7,46.72,0.102,over_purchased,3,high,Kolkata,False,False
488,spinach,Vegetable,Dec,2025,69,15.9,6.1,0.033,over_purchased,2,high,Chennai,True,False
489,zucchini,Vegetable,Nov,2024,122,20.7,14.88,0.247,not_preferred,4,low,Kolkata,False,True
490,blueberry,Fruit,Feb,2025,105,59.9,5.14,0.341,improper_storage,3,medium,Kolkata,False,True
491,lemon,Fruit,Jul,2025,304,88.2,108.54,1.019,expired,2,low,Delhi,False,False
492,broccoli,Vegetable,May,2025,407,223.9,96.16,0.842,improper_storage,1,low,Pune,True,True
493,peas,Vegetable,Nov,2024,201,162.8,24.13,0.871,improper_storage,2,medium,Pune,False,True
494,oats,Grain,Jun,2024,233,906.4,35.75,0.62,expired,1,high,Pune,False,False
495,cream,Dairy,Aug,2025,166,564.4,16.19,0.445,quality_issue,6,low,Bangalore,True,False
496,broccoli,Vegetable,Feb,2024,453,249.2,83.54,0.158,over_purchased,3,high,Kolkata,True,False
497,banana,Fruit,Oct,2025,430,451.5,50.38,0.308,expired,6,high,Pune,False,False
498,bell_pepper,Vegetable,Aug,2024,7,2.2,2.4,0.035,power_cut,4,medium,Pune,False,False
499,grape,Fruit,Nov,2024,410,282.9,158.73,1.034,expired,6,medium,Mumbai,False,False
500,mango,Fruit,Jun,2024,49,29.4,7.36,0.21,quality_issue,3,high,Chennai,True,False
501,egg,Protein,Jun,2024,413,322.1,116.23,0.482,expired,1,low,Chennai,True,False
502,cherry,Fruit,Jun,2024,56,28.0,3.22,0.131,power_cut,3,low,Mumbai,True,False
503,carrot,Vegetable,Sep,2025,167,86.8,53.96,0.093,not_preferred,1,high,Kolkata,False,True
504,almond,Nut,Jul,2025,439,2541.8,48.39,1.902,not_preferred,4,low,Pune,True,False
505,walnut,Nut,Jan,2025,5,32.7,0.94,0.023,quality_issue,3,low,Delhi,True,True
506,cream,Dairy,Dec,2024,117,397.8,11.22,0.437,expired,6,medium,Pune,False,True
507,cauliflower,Vegetable,Oct,2024,317,79.2,11.89,0.396,power_cut,3,low,Chennai,False,False
508,cherry,Fruit,Jun,2025,378,189.0,31.82,0.63,expired,2,low,Delhi,True,True
509,tomato,Vegetable,Feb,2024,476,166.6,60.16,0.799,power_cut,4,high,Hyderabad,True,False
510,potato,Vegetable,Mar,2025,189,145.5,43.4,0.251,quality_issue,2,high,Mumbai,False,False
511,peas,Vegetable,May,2025,13,10.5,3.83,0.029,power_cut,4,high,Pune,False,False
512,zucchini,Vegetable,Oct,2025,26,4.4,10.02,0.112,expired,4,high,Pune,False,False
513,chicken,Protein,Dec,2025,53,126.7,5.13,0.173,power_cut,3,high,Kolkata,False,False
514,tuna,Protein,May,2025,111,146.5,3.53,0.374,power_cut,4,high,Delhi,False,False
515,salmon,Protein,Apr,2024,333,692.6,98.64,1.25,forgotten,4,medium,Chennai,False,False
516,bell_pepper,Vegetable,Mar,2025,471,146.0,133.93,1.588,quality_issue,1,low,Chennai,True,False
517,peas,Vegetable,Feb,2024,427,345.9,110.15,0.263,power_cut,6,high,Kolkata,True,False
518,milk,Dairy,Aug,2024,270,402.3,13.6,0.222,over_purchased,5,high,Pune,False,False
519,tofu,Protein,Nov,2024,403,306.3,49.82,0.719,forgotten,3,medium,Bangalore,True,True
520,tofu,Protein,Feb,2024,32,24.3,7.62,0.128,expired,5,medium,Delhi,True,False
521,onion,Vegetable,Feb,2025,459,183.6,142.22,1.518,forgotten,3,medium,Chennai,False,False
522,pear,Fruit,Jan,2025,348,198.4,123.48,0.122,expired,6,medium,Delhi,True,False
523,tomato,Vegetable,Sep,2025,234,81.9,84.64,0.252,forgotten,3,medium,Kolkata,True,True
524,walnut,Nut,Sep,2024,142,928.7,33.88,0.28,power_cut,6,low,Pune,False,False
525,cherry,Fruit,Feb,2024,73,36.5,14.71,0.318,quality_issue,2,medium,Bangalore,False,True
526,orange,Fruit,Jun,2024,49,30.4,1.64,0.054,not_preferred,4,high,Delhi,True,True
527,bell_pepper,Vegetable,Nov,2024,480,148.8,110.98,0.402,over_purchased,6,medium,Hyderabad,False,True
528,pasta,Grain,Aug,2024,10,22.0,2.13,0.046,improper_storage,2,high,Bangalore,True,True
529,butter,Dairy,Jan,2025,495,3549.2,107.32,0.372,quality_issue,4,high,Chennai,False,False
530,cucumber,Vegetable,Jan,2025,274,43.8,74.96,0.967,improper_storage,2,medium,Mumbai,False,False
531,peas,Vegetable,Apr,2024,303,245.4,89.38,0.67,quality_issue,3,medium,Hyderabad,False,False
532,banana,Fruit,Mar,2025,460,483.0,153.14,1.188,expired,2,medium,Kolkata,True,True
533,egg,Protein,Feb,2025,14,10.9,2.29,0.012,forgotten,6,medium,Mumbai,False,False
534,butter,Dairy,May,2024,322,2308.7,101.2,0.371,forgotten,5,high,Kolkata,True,False
535,peach,Fruit,May,2025,203,79.2,46.81,0.765,over_purchased,1,high,Pune,False,False
536,yogurt,Dairy,Mar,2024,497,497.0,126.23,1.979,forgotten,5,low,Pune,True,True
537,chickpeas,Legume,Aug,2025,16,26.2,5.93,0.027,expired,2,medium,Pune,False,False
538,carrot,Vegetable,Jul,2024,445,231.4,70.99,0.163,over_purchased,3,low,Kolkata,False,False
539,mango,Fruit,Nov,2025,207,124.2,77.57,0.151,quality_issue,3,low,Bangalore,True,True
540,grape,Fruit,Aug,2025,113,78.0,12.54,0.345,over_purchased,2,low,Mumbai,True,False
541,oats,Grain,Sep,2024,202,785.8,7.67,0.889,not_preferred,6,high,Kolkata,False,False
542,beef,Protein,Nov,2024,473,1182.5,15.32,0.435,power_cut,6,medium,Chennai,True,False
543,zucchini,Vegetable,Aug,2025,414,70.4,33.98,0.417,expired,2,low,Kolkata,False,False
